carat,cut,color,clarity,depth,table,price,x,y,z
1.3,Premium,I,SI1,58.1,59.0,6188,7.19,7.16,4.17
0.5,Very Good,E,VS2,63.5,58.0,1629,5.07,5.04,3.21
1.0,Premium,I,VS2,62.7,62.0,3918,6.32,6.27,3.95
0.57,Ideal,E,VVS2,61.9,54.3,2615,5.31,5.33,3.29
0.9,Very Good,E,SI1,63.1,61.0,4092,6.18,6.14,3.89
0.24,Very Good,F,VVS1,60.4,56.0,608,4.05,4.07,2.45
0.42,Ideal,D,VS1,61.8,57.0,1388,4.82,4.79,2.97
0.57,Ideal,E,VS2,61.6,56.0,1949,5.38,5.33,3.3
0.75,Ideal,G,VS2,60.6,55.0,2939,5.93,5.91,3.59
0.32,Ideal,G,VVS1,60.2,56.0,842,4.45,4.49,2.69
0.38,Ideal,E,VVS2,61.6,55.0,1176,4.66,4.63,2.86
0.71,Ideal,G,VS2,61.6,55.0,2537,5.74,5.78,3.55
0.31,Premium,F,VVS1,59.9,59.0,940,4.45,4.43,2.66
0.34,Premium,H,VS2,61.3,60.0,537,4.47,4.53,2.76
0.82,Ideal,E,SI1,62.1,55.0,3577,5.98,6.0,3.72
0.39,Ideal,E,VVS2,62.1,54.6,1100,4.67,4.7,2.91
0.53,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2
0.63,Ideal,H,VS1,61.2,57.0,2040,5.5,5.55,3.37
0.31,Ideal,H,VVS1,62.2,54.0,687,4.34,4.37,2.71
1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
0.34,Premium,F,SI1,59.3,60.0,727,4.58,4.52,2.7
0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
0.5,Good,D,VS2,63.4,56.0,1635,5.05,5.1,3.22
0.52,Ideal,D,VS2,62.6,55.0,1919,5.14,5.12,3.21
0.41,Premium,G,SI1,61.3,60.0,923,4.81,4.75,2.93
0.73,Ideal,F,SI1,61.7,55.0,3249,5.79,5.82,3.58
0.84,Very Good,D,VS1,60.6,57.0,4443,6.06,6.15,3.7
1.01,Good,F,SI2,63.6,59.0,4072,6.38,6.34,4.04
0.9,Good,F,SI1,64.7,54.0,3954,6.04,6.08,3.92
0.38,Ideal,F,IF,60.7,57.0,1212,4.69,4.73,2.86
0.76,Ideal,J,VS2,61.8,54.0,2026,5.87,5.91,3.64
0.42,Ideal,D,VS2,62.6,56.0,948,4.76,4.8,2.99
1.01,Very Good,G,SI2,62.0,58.0,4249,6.37,6.41,3.96
1.05,Very Good,F,SI2,62.1,58.0,4436,6.47,6.5,4.03
0.32,Ideal,D,VS2,62.0,54.0,912,4.39,4.42,2.73
0.34,Good,I,SI1,63.7,54.0,574,4.48,4.43,2.84
0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
0.3,Ideal,G,VS2,61.6,58.0,545,4.27,4.3,2.64
0.55,Premium,F,VS2,62.5,58.0,2376,5.25,5.22,3.27
1.03,Very Good,G,I1,62.4,57.0,3060,6.41,6.45,4.01
0.4,Ideal,G,VS1,62.9,55.0,1104,4.76,4.71,2.98
0.38,Ideal,F,VVS2,60.8,58.0,963,4.69,4.72,2.86
0.27,Very Good,F,VS1,62.5,56.0,518,4.14,4.18,2.6
0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82
0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
0.56,Ideal,E,SI2,61.9,55.0,1296,5.32,5.34,3.3
0.71,Ideal,G,VS1,61.7,57.0,3431,5.7,5.75,3.53
0.39,Ideal,F,SI1,60.1,58.0,697,4.74,4.78,2.86
1.5,Very Good,G,I1,60.3,61.0,5808,7.34,7.39,4.44
1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
0.32,Ideal,G,VVS1,62.0,57.0,842,4.38,4.42,2.73
1.01,Very Good,E,SI2,63.3,58.0,4581,6.37,6.3,4.01
0.33,Ideal,F,VVS1,61.9,55.0,880,4.44,4.48,2.76
0.3,Ideal,F,IF,62.0,56.0,947,4.3,4.34,2.68
1.13,Very Good,H,SI2,62.7,55.0,4661,6.61,6.69,4.17
0.3,Premium,G,VVS2,62.6,58.0,878,4.28,4.25,2.67
0.4,Ideal,D,VS2,62.2,54.0,891,4.73,4.76,2.95
0.3,Premium,E,VS2,62.1,58.0,844,4.31,4.29,2.67
0.35,Premium,E,VS2,59.2,58.0,767,4.59,4.63,2.73
1.2,Good,E,VS2,63.7,57.0,5914,6.71,6.64,4.25
0.74,Ideal,G,VS1,61.5,56.0,3572,5.79,5.82,3.57
0.3,Ideal,D,VS2,61.9,57.0,710,4.29,4.33,2.67
0.71,Premium,F,SI2,62.1,60.0,2169,5.68,5.62,3.51
0.34,Premium,G,VS2,61.8,58.0,596,4.47,4.5,2.77
0.37,Very Good,E,VS2,61.8,59.0,811,4.56,4.6,2.83
0.92,Good,D,SI2,57.8,63.0,3335,6.36,6.4,3.69
0.4,Very Good,E,VS1,62.4,54.0,1053,4.71,4.75,2.95
0.55,Premium,E,SI2,59.7,58.0,1269,5.33,5.35,3.19
0.3,Very Good,E,VVS1,62.6,56.0,862,4.26,4.27,2.67
0.31,Premium,E,VS2,62.7,58.0,872,4.33,4.31,2.71
0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
0.51,Ideal,E,SI1,62.0,55.0,1343,5.12,5.14,3.18
1.01,Fair,F,VS2,65.2,52.0,5090,6.31,6.29,4.11
0.33,Very Good,G,VS2,62.6,56.0,579,4.38,4.41,2.75
0.32,Very Good,F,VVS1,62.7,60.0,926,4.32,4.35,2.72
0.51,Very Good,D,SI2,62.8,57.0,1264,5.1,5.12,3.21
0.6,Ideal,E,VS1,62.2,56.0,2306,5.36,5.44,3.36
0.9,Premium,E,SI2,61.3,60.0,3662,6.17,6.23,3.8
0.33,Ideal,E,VVS1,61.2,56.0,1052,4.51,4.45,2.74
0.72,Good,J,VS1,63.7,54.0,1959,5.68,5.71,3.63
0.91,Good,G,VS2,59.9,61.0,4125,6.2,6.33,3.75
1.0,Very Good,H,SI1,63.4,56.0,4469,6.37,6.34,4.03
0.71,Ideal,H,VS2,62.2,56.0,2622,5.68,5.74,3.55
1.2,Very Good,J,VS2,63.1,56.0,4232,6.77,6.71,4.25
1.26,Ideal,G,SI2,60.9,55.0,5937,7.0,7.05,4.28
0.9,Good,G,VVS2,63.6,58.0,4914,6.11,6.1,3.88
0.91,Ideal,G,SI1,62.5,56.0,4673,6.19,6.22,3.88
0.5,Ideal,I,VS2,62.4,55.0,1110,5.09,5.11,3.18
1.25,Very Good,H,SI2,62.7,57.0,5362,6.82,6.86,4.29
0.41,Ideal,E,VS1,61.5,56.0,1007,4.77,4.79,2.94
0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
0.72,Ideal,G,VS1,61.7,56.0,3478,5.75,5.78,3.56
0.71,Very Good,G,VS2,64.5,57.0,2382,5.56,5.6,3.6
0.4,Ideal,I,VS1,63.0,56.0,945,4.72,4.68,2.96
0.5,Ideal,H,IF,61.1,58.0,1844,5.1,5.14,3.13
0.27,Very Good,F,VVS1,61.8,56.0,682,4.15,4.17,2.57
0.75,Very Good,E,SI1,63.1,56.0,2868,5.78,5.7,3.62
0.36,Premium,H,VS2,60.9,59.0,729,4.62,4.58,2.8
1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
0.32,Ideal,D,VVS1,62.1,54.0,924,4.4,4.43,2.74
0.77,Ideal,D,VS2,61.1,57.0,3837,5.93,5.96,3.63
0.55,Ideal,E,SI1,60.6,56.0,1668,5.33,5.3,3.22
0.41,Ideal,H,VS2,61.5,55.0,743,4.78,4.81,2.95
0.7,Premium,H,SI1,61.3,58.0,2155,5.71,5.74,3.51
0.76,Ideal,H,SI1,61.8,56.0,2587,5.88,5.84,3.62
0.31,Ideal,D,SI1,62.2,55.0,732,4.37,4.34,2.71
0.9,Premium,E,SI1,61.1,58.0,4106,6.22,6.26,3.81
0.38,Ideal,F,VVS2,62.0,54.1,1010,4.66,4.68,2.9
1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03
0.42,Premium,D,SI2,60.1,58.0,898,4.88,4.83,2.92
0.3,Very Good,G,IF,62.6,56.0,863,4.27,4.29,2.68
0.31,Ideal,D,VS2,62.0,55.0,734,4.33,4.35,2.69
0.93,Good,D,SI2,61.4,63.0,4165,6.22,6.26,3.83
0.35,Ideal,F,VS2,62.4,57.0,906,4.51,4.5,2.81
1.18,Fair,D,SI2,57.0,66.0,3899,6.96,6.91,3.98
0.93,Premium,E,SI1,62.8,56.0,4739,6.26,6.2,3.91
0.3,Premium,D,SI1,62.5,58.0,709,4.31,4.27,2.68
0.31,Ideal,D,VS2,61.6,55.0,942,4.37,4.36,2.69
0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
0.8,Premium,H,SI1,62.5,59.0,2553,5.96,5.91,3.71
0.37,Ideal,E,VS2,62.3,56.0,811,4.56,4.59,2.85
0.37,Ideal,F,SI1,61.6,55.0,747,4.65,4.67,2.87
0.51,Very Good,G,SI1,61.9,57.0,1261,5.09,5.15,3.17
0.71,Premium,F,SI1,60.3,60.0,2262,5.76,5.79,3.48
0.5,Good,I,VS1,61.2,61.0,1193,5.03,5.06,3.09
0.3,Very Good,F,VS2,61.4,55.0,524,4.32,4.37,2.67
1.05,Very Good,H,SI1,63.1,60.0,4692,6.49,6.42,4.07
0.77,Premium,F,SI2,61.6,58.0,2247,5.9,5.88,3.63
0.31,Ideal,H,VVS1,60.9,56.0,671,4.4,4.42,2.69
0.52,Ideal,F,VS1,62.5,57.0,1707,5.17,5.13,3.22
0.43,Very Good,D,SI2,63.3,57.0,858,4.82,4.79,3.04
0.5,Very Good,F,VS2,60.6,59.0,1333,5.03,5.13,3.08
0.73,Good,H,SI2,60.9,65.0,2085,5.86,5.69,3.51
1.23,Ideal,J,VS2,61.5,57.0,5217,6.9,6.95,4.26
0.71,Very Good,I,VS1,63.1,57.0,2202,5.68,5.58,3.55
1.02,Ideal,E,SI2,62.4,55.0,4478,6.47,6.44,4.03
0.81,Good,I,VS2,63.8,58.0,2641,5.89,5.84,3.74
0.61,Very Good,H,VVS2,62.8,58.0,1877,5.4,5.42,3.4
0.31,Premium,F,VS2,60.8,60.0,802,4.37,4.34,2.65
0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69
0.3,Very Good,G,VS1,61.7,60.0,605,4.24,4.28,2.63
0.32,Ideal,G,VVS1,61.7,56.0,730,4.37,4.41,2.71
1.01,Good,G,VS1,58.7,62.0,6247,6.49,6.55,3.83
1.54,Premium,J,VS2,59.3,59.0,6202,7.54,7.5,4.46
0.31,Good,G,VS1,63.3,56.0,625,4.29,4.33,2.73
0.51,Premium,D,VS2,60.5,60.0,1882,5.19,5.16,3.13
0.52,Very Good,G,SI2,63.3,58.0,1073,5.11,5.06,3.22
0.27,Very Good,F,VS2,61.8,57.0,518,4.14,4.18,2.57
0.41,Premium,G,VS1,60.5,58.0,899,4.76,4.8,2.89
0.72,Very Good,F,VS1,63.3,58.0,3219,5.66,5.71,3.6
0.38,Ideal,H,IF,60.0,60.0,1064,4.71,4.76,2.84
0.42,Premium,G,VS2,60.6,58.0,1087,4.88,4.83,2.94
0.34,Very Good,I,VS2,61.6,56.0,457,4.47,4.51,2.76
1.11,Premium,I,SI2,61.5,58.0,4196,6.65,6.61,4.08
1.25,Premium,I,SI1,62.5,59.0,5250,6.89,6.81,4.28
0.51,Premium,E,VS2,61.0,60.0,1656,5.12,5.17,3.14
0.92,Ideal,E,SI2,62.1,57.0,4011,6.2,6.26,3.87
1.01,Ideal,G,SI2,61.7,56.0,4260,6.47,6.43,3.98
0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53
0.3,Good,H,VVS1,63.4,55.0,684,4.28,4.3,2.72
0.33,Ideal,G,VVS2,61.9,55.0,713,4.41,4.44,2.74
0.53,Premium,F,SI1,60.9,59.0,1428,5.21,5.23,3.18
0.92,Premium,H,SI1,59.0,59.0,3709,6.36,6.31,3.74
1.22,Ideal,H,SI2,61.7,56.0,5703,6.83,6.91,4.24
1.28,Ideal,G,SI2,61.4,57.0,5995,6.99,6.96,4.28
0.3,Very Good,E,SI1,62.4,58.0,526,4.24,4.28,2.66
1.2,Premium,D,SI2,60.2,60.0,4203,6.94,6.81,4.14
0.71,Premium,G,SI1,62.5,58.0,2613,5.66,5.61,3.52
0.51,Ideal,G,SI1,63.2,58.0,1284,5.05,5.08,3.2
0.82,Ideal,F,SI1,61.7,56.0,3810,6.01,6.06,3.72
1.08,Ideal,G,SI2,61.8,56.0,4814,6.54,6.6,4.06
0.51,Good,F,VS2,63.7,56.0,1574,5.05,5.03,3.21
0.5,Good,G,VVS1,63.3,56.0,1966,5.07,5.1,3.22
0.35,Ideal,F,SI1,62.5,54.0,748,4.52,4.5,2.82
0.71,Ideal,H,VS1,61.2,56.0,2909,5.76,5.81,3.54
1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89
1.32,Ideal,J,VS2,62.3,57.0,6288,6.96,7.0,4.35
0.6,Ideal,G,VS2,60.4,57.0,1861,5.49,5.51,3.32
0.54,Ideal,D,VVS2,61.2,55.0,2302,5.25,5.31,3.23
0.9,Premium,H,SI1,61.4,60.0,3387,6.13,6.08,3.75
0.53,Ideal,G,VS2,60.9,57.0,1598,5.25,5.26,3.2
0.23,Good,E,VVS2,63.4,61.0,485,3.85,3.91,2.46
0.82,Premium,E,VS2,59.7,61.0,3697,6.08,6.04,3.62
0.72,Ideal,F,VS2,62.8,55.0,2732,5.74,5.69,3.59
1.23,Good,I,VS1,63.6,59.0,5940,6.85,6.76,4.33
0.74,Ideal,I,VS2,61.5,57.0,2459,5.81,5.86,3.59
0.31,Very Good,F,VS2,62.7,57.0,500,4.31,4.36,2.72
1.22,Premium,I,SI1,62.2,57.0,5466,6.87,6.79,4.25
1.01,Good,G,SI1,63.7,60.0,5113,6.32,6.28,4.01
0.4,Good,F,VVS1,61.9,61.0,1349,4.71,4.73,2.92
1.01,Very Good,G,VS2,63.2,57.0,5701,6.35,6.3,4.0
0.7,Ideal,H,VVS1,60.3,56.0,3524,5.77,5.82,3.49
0.3,Ideal,I,VS1,62.5,54.0,457,4.3,4.34,2.7
0.73,Good,E,SI2,63.3,57.0,2388,5.69,5.72,3.61
0.51,Very Good,G,VS2,62.5,59.0,1438,5.05,5.1,3.17
0.41,Ideal,E,SI2,61.9,57.0,876,4.8,4.76,2.96
1.01,Ideal,G,SI2,61.5,57.0,3739,6.42,6.46,3.96
0.52,Very Good,E,VS1,60.7,54.0,1682,5.22,5.29,3.19
0.51,Premium,G,SI2,59.9,60.0,1004,5.14,5.07,3.06
0.41,Very Good,G,VS1,60.5,56.0,823,4.83,4.85,2.93
0.42,Ideal,E,VS2,61.8,57.0,1024,4.81,4.77,2.96
0.32,Ideal,H,VS1,61.8,55.0,720,4.42,4.41,2.73
0.23,Very Good,D,VVS1,61.7,59.0,485,3.94,3.97,2.44
0.51,Premium,G,VS2,62.7,58.0,1546,5.12,5.09,3.2
0.9,Fair,F,SI2,62.6,58.0,3787,6.01,6.06,3.78
0.63,Ideal,G,SI1,62.3,58.0,1711,5.44,5.48,3.4
1.13,Fair,H,SI2,64.4,58.0,4113,6.59,6.51,4.22
0.33,Premium,E,VS2,61.0,60.0,723,4.42,4.47,2.71
1.0,Good,D,SI2,57.8,58.0,4218,6.55,6.61,3.8
0.37,Ideal,F,VVS2,60.7,57.0,839,4.67,4.69,2.84
0.92,Good,D,SI1,63.6,57.0,4086,6.14,6.09,3.89
0.7,Fair,I,SI2,65.9,58.0,1625,5.46,5.5,3.61
1.01,Fair,F,VS2,61.1,60.0,6271,6.49,6.4,3.94
1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16
1.24,Ideal,J,SI1,61.9,56.0,5125,6.95,6.88,4.28
0.32,Premium,F,VS2,59.4,58.0,828,4.48,4.44,2.65
0.9,Very Good,F,SI1,59.8,54.0,4054,6.25,6.32,3.76
1.0,Premium,F,SI1,59.4,62.0,3881,6.55,6.52,3.88
0.91,Very Good,J,VS1,63.5,55.0,3082,6.22,6.12,3.92
0.41,Premium,F,SI2,59.0,58.0,604,4.87,4.89,2.88
0.57,Premium,F,SI2,60.4,58.0,1247,5.4,5.37,3.25
0.51,Ideal,F,VS1,61.7,54.0,1836,5.17,5.14,3.18
0.3,Very Good,E,SI2,61.7,61.0,421,4.29,4.33,2.66
0.28,Very Good,G,VVS2,62.3,56.0,522,4.16,4.19,2.6
0.43,Ideal,H,SI1,62.1,57.0,669,4.77,4.83,2.98
0.33,Ideal,D,VS2,61.7,55.0,724,4.46,4.48,2.76
1.02,Ideal,I,SI2,60.7,57.0,3786,6.54,6.57,3.98
1.0,Good,H,SI1,63.4,56.0,4389,6.34,6.37,4.03
1.0,Very Good,F,VS2,62.2,57.0,6183,6.4,6.43,3.99
0.3,Very Good,H,VVS2,62.0,56.0,559,4.28,4.3,2.66
0.7,Premium,G,SI2,62.0,59.0,1966,5.62,5.58,3.47
0.26,Very Good,F,VVS2,61.4,56.0,657,4.14,4.17,2.55
1.01,Premium,G,SI1,59.2,59.0,4338,6.58,6.52,3.88
0.33,Premium,G,VVS1,60.4,59.0,1114,4.47,4.44,2.69
1.01,Premium,G,SI1,58.8,58.0,4395,6.59,6.51,3.85
0.31,Premium,D,VS2,61.7,59.0,734,4.31,4.34,2.67
0.41,Ideal,F,VVS2,61.2,56.0,1323,4.78,4.82,2.94
0.54,Premium,D,VS2,61.6,55.0,1913,5.28,5.24,3.24
0.38,Ideal,G,VS1,62.0,55.0,882,4.64,4.68,2.89
1.2,Good,H,SI1,64.2,60.0,6182,6.68,6.62,4.27
0.42,Premium,E,SI1,62.0,58.0,926,4.85,4.82,3.0
0.44,Ideal,D,VS1,62.3,55.0,1235,4.84,4.88,3.03
0.31,Premium,E,VVS2,60.4,59.0,1046,4.37,4.34,2.63
1.13,Premium,E,SI1,62.7,57.0,5012,6.65,6.62,4.16
0.96,Premium,G,SI2,59.3,58.0,4204,6.49,6.43,3.83
0.4,Premium,I,VVS1,61.5,58.0,1080,4.76,4.7,2.91
0.56,Ideal,G,VS1,62.2,55.0,1915,5.31,5.27,3.29
1.09,Good,H,SI1,63.2,57.0,4784,6.54,6.57,4.14
0.39,Ideal,E,SI1,62.1,53.0,719,4.69,4.72,2.92
1.0,Very Good,H,SI1,62.2,60.0,4389,6.34,6.45,3.98
0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76
0.31,Ideal,G,VS2,61.6,54.0,544,4.39,4.41,2.71
0.36,Ideal,D,VS2,61.5,57.0,852,4.56,4.58,2.81
0.34,Ideal,E,SI1,61.0,57.0,596,4.48,4.51,2.74
0.31,Ideal,G,VS1,62.1,55.0,802,4.37,4.33,2.7
0.92,Premium,H,SI2,60.4,59.0,3174,6.36,6.33,3.83
0.52,Premium,G,SI2,59.2,60.0,1121,5.29,5.21,3.11
0.31,Ideal,H,SI1,61.0,56.0,530,4.38,4.41,2.68
0.54,Ideal,G,VS2,62.0,54.0,1580,5.22,5.27,3.25
0.7,Very Good,D,VS2,60.8,59.0,2928,5.67,5.71,3.46
0.59,Very Good,H,SI1,61.8,56.0,1239,5.39,5.43,3.35
0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
0.39,Very Good,G,VVS1,63.2,57.0,943,4.62,4.65,2.93
1.03,Very Good,H,SI2,62.8,59.0,4964,6.41,6.46,4.04
0.32,Ideal,F,VS2,62.4,54.0,645,4.38,4.4,2.74
1.06,Premium,E,SI2,60.5,60.0,4652,6.61,6.67,4.02
0.71,Ideal,I,SI1,61.6,55.0,2319,5.72,5.74,3.53
0.5,Good,E,VS2,63.7,59.0,1407,4.99,5.03,3.19
1.18,Premium,D,SI2,61.8,58.0,4211,6.83,6.7,4.19
1.04,Ideal,H,SI2,62.0,57.0,3669,6.53,6.43,4.02
0.3,Good,G,VVS2,63.5,56.0,684,4.29,4.34,2.74
0.71,Very Good,D,VS1,58.1,62.0,3145,5.84,5.89,3.41
0.25,Very Good,D,VVS2,61.3,59.0,575,4.07,4.12,2.51
0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56
0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62
0.51,Premium,E,SI1,62.4,59.0,1381,5.07,5.12,3.18
0.35,Premium,H,SI2,61.6,58.0,566,4.54,4.49,2.78
0.97,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78
0.27,Ideal,F,IF,63.0,55.0,760,4.13,4.16,2.61
0.34,Ideal,G,VS2,62.0,56.0,765,4.5,4.47,2.78
0.74,Ideal,E,VS2,61.7,56.0,3374,5.81,5.86,3.6
0.33,Ideal,E,VVS1,62.2,54.0,906,4.46,4.48,2.78
0.4,Premium,H,SI1,61.9,57.0,969,4.75,4.71,2.93
0.41,Ideal,G,VVS1,62.1,54.0,1084,4.79,4.84,2.99
1.02,Very Good,H,SI1,64.4,59.0,5047,6.24,6.36,4.06
0.5,Good,G,VS1,61.9,61.5,1565,5.03,5.04,3.12
0.45,Fair,H,VVS2,65.8,56.0,1227,4.82,4.7,3.13
0.61,Very Good,E,IF,61.7,58.0,3337,5.39,5.47,3.35
0.42,Ideal,E,VVS2,61.3,56.0,1216,4.81,4.85,2.96
1.11,Ideal,E,SI2,61.2,55.0,5358,6.72,6.68,4.1
0.51,Very Good,E,VS2,59.5,63.0,1671,5.22,5.17,3.09
0.3,Premium,D,SI2,61.0,61.0,574,4.31,4.25,2.61
0.44,Good,D,VS2,60.6,64.0,1238,4.97,4.89,2.99
0.32,Ideal,G,VVS1,61.1,55.0,796,4.46,4.48,2.73
0.62,Ideal,H,VS2,62.8,57.0,1652,5.43,5.4,3.4
1.02,Ideal,I,SI1,61.3,57.0,4685,6.47,6.49,3.97
0.41,Ideal,F,VS2,61.0,57.0,1107,4.81,4.76,2.92
1.2,Ideal,I,SI1,60.3,56.0,5763,6.87,6.97,4.17
0.72,Good,J,SI1,60.1,64.0,1547,5.75,5.83,3.48
0.78,Premium,F,SI2,62.7,56.0,2444,5.87,5.84,3.67
0.72,Ideal,E,SI1,61.2,56.0,2666,5.79,5.75,3.53
0.3,Very Good,E,VS2,62.6,62.0,614,4.21,4.25,2.65
0.42,Very Good,I,VS1,62.1,57.0,777,4.78,4.8,2.98
0.33,Ideal,D,VS2,62.5,56.0,1002,4.46,4.43,2.78
0.38,Ideal,E,SI1,60.7,56.0,680,4.69,4.73,2.86
1.01,Premium,E,SI1,62.4,58.0,4480,6.42,6.37,3.99
0.52,Ideal,G,SI2,61.3,56.0,1150,5.19,5.22,3.19
1.0,Good,D,SI2,64.0,59.0,3634,6.29,6.24,4.01
1.1,Very Good,D,SI2,61.6,57.0,5226,6.61,6.67,4.09
0.36,Ideal,H,VVS2,61.3,55.0,705,4.62,4.64,2.84
0.31,Premium,H,VVS2,62.3,60.0,802,4.36,4.31,2.7
0.57,Ideal,E,VS2,61.0,54.0,2202,5.39,5.43,3.3
0.42,Premium,E,SI1,61.5,58.0,722,4.78,4.84,2.96
1.08,Ideal,I,VS2,61.6,56.0,5000,6.63,6.59,4.07
0.6,Very Good,D,VS2,63.7,56.0,2010,5.34,5.36,3.41
1.01,Premium,F,SI1,58.9,60.0,5713,6.57,6.5,3.85
0.5,Very Good,E,SI1,61.1,55.0,1337,5.1,5.15,3.13
0.66,Good,G,VS1,59.6,60.2,2275,5.66,5.71,3.38
0.5,Premium,J,VS1,62.4,61.0,1035,4.98,4.96,3.1
0.58,Premium,E,SI1,60.6,56.0,1949,5.42,5.38,3.27
0.42,Ideal,D,SI1,62.3,57.0,810,4.77,4.8,2.98
1.07,Ideal,I,SI1,61.5,57.0,5748,6.57,6.59,4.05
0.53,Ideal,E,SI1,61.6,56.0,1607,5.23,5.19,3.21
0.77,Ideal,H,VVS2,61.3,56.0,3707,5.91,5.94,3.63
0.52,Ideal,E,VS2,60.9,57.0,1689,5.21,5.23,3.18
0.4,Premium,D,VVS2,60.8,59.0,1263,4.76,4.81,2.91
0.38,Very Good,E,VS2,59.2,60.0,866,4.73,4.77,2.81
0.5,Ideal,E,SI2,62.4,57.0,1240,5.07,5.03,3.15
0.34,Premium,I,VS2,61.8,58.0,612,4.51,4.48,2.78
0.4,Very Good,F,VVS1,62.9,55.0,1111,4.71,4.74,2.97
1.12,Ideal,E,SI2,60.5,55.0,5000,6.73,6.79,4.09
0.3,Premium,E,VVS2,61.5,60.0,1013,4.31,4.28,2.64
0.84,Ideal,G,SI2,62.0,56.0,2986,6.02,6.05,3.74
0.31,Good,G,VS2,63.5,58.0,544,4.22,4.29,2.7
1.01,Good,E,SI1,64.5,56.0,4563,6.24,6.29,4.04
0.41,Very Good,G,SI1,62.8,58.0,671,4.72,4.74,2.97
1.16,Ideal,G,SI2,61.3,55.0,4425,6.79,6.84,4.18
0.57,Ideal,G,VS1,62.0,55.0,1851,5.29,5.35,3.3
0.5,Very Good,G,VVS2,63.4,57.0,1806,5.1,5.06,3.22
0.36,Very Good,G,VS1,59.7,56.0,726,4.64,4.67,2.78
0.31,Premium,H,VS2,62.4,59.0,489,4.31,4.34,2.7
0.62,Ideal,G,SI2,60.6,57.0,1395,5.53,5.56,3.36
0.3,Very Good,J,VS1,61.1,61.0,427,4.33,4.38,2.66
1.29,Ideal,D,I1,61.3,56.0,5158,7.05,6.99,4.3
1.02,Fair,H,SI1,64.6,55.0,3972,6.33,6.28,4.07
0.3,Good,G,VS2,63.1,56.0,526,4.25,4.28,2.69
0.32,Ideal,F,SI1,61.9,55.0,491,4.38,4.41,2.72
0.3,Good,H,VVS1,63.3,55.0,684,4.29,4.34,2.73
0.38,Ideal,D,VS2,61.8,56.0,1013,4.65,4.67,2.88
0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
0.34,Ideal,D,SI1,61.3,57.0,626,4.44,4.5,2.74
0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82
1.12,Ideal,G,SI2,62.8,54.0,4158,6.7,6.64,4.19
0.36,Ideal,F,VS2,61.5,55.0,629,4.57,4.6,2.82
0.45,Fair,E,VS2,65.8,58.0,951,4.81,4.74,3.14
0.78,Fair,G,SI2,64.9,55.2,2401,5.75,5.82,3.76
0.42,Very Good,F,VVS1,61.9,58.0,1391,4.77,4.82,2.97
0.52,Premium,G,VS1,59.1,60.0,1622,5.24,5.19,3.08
0.64,Ideal,F,VS2,62.5,56.0,2074,5.55,5.53,3.46
0.7,Good,F,VS2,63.5,56.0,2212,5.64,5.45,3.52
0.38,Ideal,I,SI1,61.7,56.0,610,4.64,4.67,2.87
0.72,Ideal,D,VS2,61.8,57.0,3099,5.76,5.73,3.55
0.7,Premium,D,SI2,62.8,61.0,2348,5.61,5.57,3.51
0.51,Ideal,G,VS1,61.4,54.0,1599,5.15,5.18,3.17
1.22,Ideal,I,SI2,61.8,57.0,4612,6.9,6.83,4.23
1.09,Premium,H,SI2,62.0,57.0,4700,6.61,6.55,4.08
0.4,Ideal,D,VVS2,61.4,56.0,1152,4.8,4.75,2.93
0.55,Good,F,VS1,59.5,62.0,1682,5.3,5.35,3.17
0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76
0.42,Ideal,D,SI1,61.9,57.0,810,4.77,4.82,2.97
0.53,Ideal,E,SI1,61.9,55.0,1585,5.2,5.24,3.23
0.51,Premium,G,VS1,62.2,58.0,1662,5.11,5.09,3.17
1.19,Ideal,H,SI2,62.0,57.0,4914,6.77,6.81,4.21
